judge,A,B,choseA,choseB
18,80201244,78201215,1,0
6,80201244,24196811,1,0
6,80201244,28196853,0,1
4,80201244,57199652,1,0
17,80201244,27196816,0,1
17,80201244,33196859,1,0
5,80201244,71201254,0,1
11,80201244,22196843,0,1
10,80201244,90196453,0,1
10,80201244,79201248,1,0
4,80201245,79201245,1,0
4,80201245,71201257,0,1
7,80201245,591996513,0,1
17,80201245,80201242,1,0
17,80201245,103201255,0,1
20,80201245,79201248,1,0
20,80201245,96196446,0,1
20,80201245,89196456,0,1
18,80201246,35196857,0,1
4,80201246,71201251,0,1
20,80201246,85196456,0,1
5,80201246,33196853,0,1
15,80201246,58199656,0,1
15,80201246,24196813,0,1
18,80201247,64199611,0,1
1,80201247,94196443,1,0
1,80201247,69201251,0,1
19,80201247,74201217,1,0
6,80201247,59199653,1,0
6,80201247,33196857,0,1
7,80201247,82201243,0,1
15,80201247,61199654,1,0
14,80201247,752012113,0,1
14,80201247,81201246,1,0
7,80201248,67199617,1,0
7,80201248,37196843,0,1
17,80201248,94196446,1,0
17,80201248,77201218,0,1
10,80201248,103201257,1,0
16,81201241,96196443,1,0
12,81201241,96196446,0,1
12,81201241,74201214,1,0
6,81201241,35196853,1,0
20,81201241,70201258,1,0
20,81201241,57199655,0,1
15,81201241,62199614,0,1
15,81201241,74201217,1,0
10,81201241,84201248,1,0
3,81201242,98196411,0,1
3,81201242,93196447,0,1
4,81201242,66199618,1,0
4,81201242,81201244,1,0
10,81201242,752012118,1,0
10,81201242,86196456,1,0
16,81201243,1021964110,1,0
1,81201243,69201258,0,1
3,81201243,73201212,1,0
3,81201243,31196846,0,1
9,81201243,29196855,1,0
10,81201243,101196417,1,0
16,81201244,84201244,0,1
1,81201244,36196843,0,1
3,81201244,601996510,0,1
8,81201244,88196454,1,0
8,81201244,61199658,1,0
4,81201244,60199659,0,1
5,81201244,93196449,0,1
13,81201244,69201253,0,1
3,81201245,84201247,0,1
7,81201245,651996111,0,1
20,81201245,561996510,0,1
5,81201245,90196451,0,1
13,81201245,78201217,1,0
13,81201245,91196446,0,1
14,81201245,94196445,1,0
12,81201246,93196449,0,1
3,81201246,57199659,0,1
20,81201246,75201211,0,1
20,81201246,98196415,0,1
14,81201246,37196843,0,1
14,81201246,69201251,0,1
10,81201246,56199659,0,1
16,81201247,89196451,0,1
12,81201247,36196848,0,1
12,81201247,65199614,1,0
3,81201247,81201242,1,0
6,81201247,28196854,0,1
8,81201247,93196442,0,1
11,81201247,94196442,0,1
14,81201247,84201245,0,1
10,81201247,72201252,0,1
10,81201247,561996512,1,0
3,81201248,83201247,0,1
6,81201248,61199655,0,1
4,81201248,66199612,1,0
7,81201248,35196853,0,1
17,81201248,571996512,0,1
17,81201248,57199659,1,0
11,81201248,641996110,0,1
6,82201241,21196813,1,0
8,82201241,77201216,1,0
7,82201241,23196858,0,1
20,82201241,65199614,1,0
5,82201241,31196847,0,1
2,82201241,621996113,1,0
10,82201241,99196414,0,1
3,82201242,88196454,0,1
4,82201242,63199617,1,0
7,82201242,91196449,0,1
17,82201242,65199619,1,0
5,82201242,93196449,0,1
5,82201242,79201243,0,1
16,82201243,35196854,0,1
19,82201243,79201245,1,0
19,82201243,22196843,0,1
12,82201243,82201246,0,1
12,82201243,611996511,0,1
8,82201243,57199658,0,1
13,82201243,93196444,0,1
9,82201243,72201255,0,1
11,82201243,79201247,1,0
11,82201243,74201214,0,1
14,82201243,79201247,0,1
1,82201244,76201214,0,1
19,82201244,601996513,0,1
6,82201244,90196452,0,1
6,82201244,86196452,1,0
8,82201244,86196452,0,1
4,82201244,81201248,0,1
20,82201244,36196849,1,0
15,82201244,35196854,0,1
15,82201244,86196456,0,1
13,82201244,20196847,0,1
14,82201244,66199615,1,0
14,82201244,591996510,0,1
10,82201244,73201218,1,0
10,82201244,67199618,1,0
3,82201245,65199619,1,0
4,82201245,81201242,0,1
17,82201245,73201215,0,1
20,82201245,85196456,1,0
13,82201245,65199619,1,0
16,82201246,103201257,0,1
16,82201246,84201248,1,0
16,82201246,27196818,0,1
16,82201246,65199612,1,0
16,82201246,24196816,0,1
18,82201246,66199614,0,1
18,82201246,66199614,0,1
19,82201246,96196441,0,1
4,82201246,88196459,1,0
17,82201246,67199611,0,1
17,82201246,621996113,0,1
5,82201246,73201211,0,1
11,82201246,70201256,0,1
2,82201246,60199656,0,1
1,82201247,99196412,0,1
1,82201247,90196456,1,0
6,82201247,82201246,1,0
8,82201247,27196814,1,0
17,82201247,581996510,0,1
5,82201247,24196814,1,0
5,82201247,79201243,1,0
13,82201247,34196814,1,0
11,82201247,82201248,1,0
11,82201247,72201255,0,1
14,82201247,69201258,1,0
19,82201248,85196459,0,1
3,82201248,86196455,0,1
3,82201248,89196456,0,1
8,82201248,71201257,0,1
4,82201248,71201251,0,1
4,82201248,62199612,1,0
13,82201248,86196456,0,1
11,82201248,57199658,0,1
2,82201248,58199651,0,1
14,82201248,21196814,1,0
10,82201248,23196858,0,1
10,82201248,91196444,0,1
16,83201241,103201255,1,0
1,83201241,80201247,1,0
12,83201241,60199659,0,1
4,83201241,69201258,1,0
20,83201241,83201242,1,0
15,83201241,20196847,0,1
15,83201241,81201244,1,0
11,83201241,20196848,1,0
2,83201241,30196818,0,1
8,83201242,661996111,1,0
17,83201242,99196413,1,0
17,83201242,36196843,1,0
20,83201242,21196819,0,1
15,83201242,73201216,0,1
13,83201242,59199652,1,0
13,83201242,33196858,1,0
14,83201242,79201246,1,0
14,83201242,90196456,0,1
3,83201243,103201252,1,0
6,83201243,76201214,0,1
5,83201243,66199616,1,0
5,83201243,60199651,1,0
15,83201243,661996111,1,0
15,83201243,27196817,0,1
11,83201243,56199657,1,0
10,83201243,87196452,0,1
10,83201243,86196455,1,0
7,83201244,67199618,1,0
17,83201244,64199612,1,0
13,83201244,94196449,0,1
18,83201245,71201258,0,1
1,83201245,81201244,0,1
19,83201245,35196856,0,1
19,83201245,72201254,0,1
19,83201245,56199653,1,0
12,83201245,34196814,1,0
3,83201245,23196851,0,1
6,83201245,79201242,0,1
4,83201245,61199654,1,0
7,83201245,34196814,0,1
17,83201245,77201218,0,1
5,83201245,20196846,0,1
5,83201245,651996112,1,0
13,83201245,91196444,0,1
13,83201245,63199618,1,0
14,83201245,23196857,0,1
1,83201246,29196856,0,1
8,83201246,63199614,0,1
4,83201246,36196846,0,1
4,83201246,621996111,1,0
20,83201246,581996510,0,1
13,83201246,90196455,0,1
9,83201246,94196449,0,1
16,83201247,991964110,1,0
12,83201247,70201256,1,0
3,83201247,81201245,1,0
6,83201247,32196857,0,1
7,83201247,86196452,0,1
17,83201247,601996513,1,0
20,83201247,71201256,1,0
15,83201247,891964511,0,1
15,83201247,641996110,1,0
9,83201247,76201215,1,0
11,83201247,20196846,0,1
2,83201247,80201245,1,0
14,83201247,72201255,0,1
14,83201247,77201216,1,0
10,83201247,98196415,1,0
10,83201247,661996112,0,1
10,83201247,95196446,1,0
16,83201248,74201211,1,0
16,83201248,74201214,0,1
1,83201248,56199657,1,0
19,83201248,82201245,1,0
17,83201248,62199617,1,0
17,83201248,20196848,0,1
20,83201248,87196452,0,1
11,83201248,65199614,1,0
16,84201241,66199619,1,0
3,84201241,20196847,0,1
8,84201241,71201256,1,0
17,84201241,58199659,0,1
17,84201241,25196819,0,1
17,84201241,84201248,1,0
11,84201241,79201244,0,1
11,84201241,641996110,1,0
18,84201242,651996110,1,0
18,84201242,87196456,0,1
5,84201242,752012117,0,1
5,84201242,31196847,0,1
19,84201243,85196455,0,1
19,84201243,601996510,1,0
19,84201243,941964410,0,1
3,84201243,77201213,0,1
7,84201243,77201214,1,0
7,84201243,72201255,0,1
14,84201243,64199612,1,0
10,84201243,65199615,0,1
10,84201243,101196413,1,0
16,84201244,93196449,1,0
16,84201244,33196853,1,0
12,84201244,35196857,0,1
3,84201244,62199613,1,0
8,84201244,64199617,1,0
4,84201244,571996511,0,1
4,84201244,71201257,1,0
20,84201244,71201257,1,0
20,84201244,581996511,0,1
20,84201244,21196819,1,0
5,84201244,63199611,1,0
5,84201244,661996112,0,1
14,84201244,67199611,1,0
14,84201244,102196419,1,0
18,84201245,92196442,0,1
12,84201245,65199619,1,0
12,84201245,102196413,0,1
3,84201245,27196818,0,1
8,84201245,56199658,0,1
15,84201245,661996113,1,0
10,84201245,30196812,1,0
10,84201245,26196848,0,1
1,84201246,99196417,0,1
1,84201246,60199657,0,1
19,84201246,611996512,0,1
12,84201246,100196413,0,1
12,84201246,661996111,1,0
6,84201246,89196456,0,1
6,84201246,90196456,0,1
15,84201246,62199617,1,0
14,84201246,84201243,0,1
18,84201247,102196419,0,1
3,84201247,84201241,1,0
17,84201247,752012114,1,0
10,84201247,35196858,0,1
10,84201247,58199657,1,0
16,84201248,36196847,0,1
18,84201248,96196441,1,0
19,84201248,77201215,0,1
6,84201248,91196442,0,1
6,84201248,90196459,0,1
8,84201248,101196415,0,1
4,84201248,37196845,0,1
17,84201248,24196817,0,1
5,84201248,79201241,0,1
15,84201248,56199654,0,1
11,84201248,97196416,0,1
10,84201248,82201244,0,1
3,85196451,69201253,0,1
6,85196451,72201258,1,0
7,85196451,21196811,1,0
20,85196451,78201216,0,1
20,85196451,61199652,1,0
13,85196451,57199659,1,0
2,85196451,88196453,1,0
10,85196451,37196841,1,0
18,85196452,88196454,1,0
3,85196452,97196411,1,0
4,85196452,32196857,1,0
20,85196452,96196449,0,1
20,85196452,97196415,1,0
11,85196452,57199655,1,0
10,85196452,73201214,1,0
10,85196452,59199658,1,0
8,85196453,67199611,1,0
5,85196453,62199612,1,0
2,85196453,92196449,1,0
2,85196453,57199654,1,0
2,85196453,89196451,0,1
14,85196453,752012115,1,0
18,85196455,651996110,1,0
18,85196455,98196411,0,1
1,85196455,83201248,0,1
3,85196455,752012116,0,1
3,85196455,1001964110,1,0
6,85196455,79201247,0,1
2,85196455,21196818,0,1
12,85196456,78201211,1,0
3,85196456,74201218,1,0
6,85196456,61199657,1,0
20,85196456,641996111,1,0
15,85196456,63199618,1,0
15,85196456,32196851,0,1
15,85196456,67199611,1,0
9,85196456,79201245,1,0
18,85196458,631996111,1,0
18,85196458,34196817,0,1
1,85196458,79201246,0,1
19,85196458,671996112,0,1
19,85196458,100196412,0,1
4,85196458,93196443,0,1
18,85196459,94196445,1,0
18,85196459,94196445,1,0
19,85196459,102196413,1,0
5,85196459,29196851,1,0
15,85196459,77201217,1,0
13,85196459,95196446,1,0
9,85196459,71201251,0,1
9,85196459,752012116,1,0
18,86196451,611996510,1,0
12,86196451,73201218,1,0
19,86196452,71201258,1,0
3,86196452,671996110,0,1
3,86196452,20196847,1,0
6,86196452,69201252,0,1
8,86196452,100196412,1,0
4,86196452,66199613,1,0
17,86196452,601996513,1,0
9,86196452,59199653,1,0
6,86196454,74201212,1,0
4,86196454,62199615,1,0
7,86196454,661996110,1,0
17,86196454,60199659,1,0
20,86196454,73201212,1,0
20,86196454,64199615,0,1
20,86196454,99196414,1,0
20,86196454,58199653,0,1
15,86196454,84201248,1,0
14,86196454,85196459,1,0
1,86196455,99196417,1,0
12,86196455,58199658,1,0
15,86196455,82201244,1,0
9,86196455,71201251,1,0
9,86196455,32196852,0,1
9,86196455,87196458,1,0
10,86196455,23196856,0,1
1,86196456,591996510,0,1
1,86196456,36196842,1,0
1,86196456,32196855,1,0
19,86196456,59199652,1,0
12,86196456,57199651,1,0
3,86196456,671996110,1,0
5,86196456,36196849,1,0
15,86196456,64199611,1,0
13,86196456,83201242,0,1
10,86196456,58199658,1,0
10,86196456,89196454,0,1
3,86196457,84201243,1,0
4,86196457,571996511,1,0
4,86196457,21196816,1,0
17,86196457,86196452,0,1
8,86196459,621996110,1,0
10,86196459,82201244,0,1
1,87196452,76201212,1,0
1,87196452,92196449,0,1
1,87196452,59199659,0,1
3,87196452,24196815,1,0
4,87196452,752012116,1,0
20,87196452,88196454,1,0
15,87196452,58199655,1,0
11,87196452,971964111,1,0
14,87196452,25196818,1,0
10,87196452,89196454,1,0
18,87196453,71201256,1,0
18,87196453,85196452,0,1
3,87196453,77201214,1,0
4,87196453,601996513,1,0
17,87196453,20196846,0,1
5,87196453,69201255,0,1
11,87196453,63199616,0,1
2,87196453,63199615,1,0
14,87196453,63199612,1,0
10,87196453,59199659,0,1
10,87196453,85196452,0,1
16,87196454,631996110,1,0
16,87196454,661996111,1,0
18,87196454,100196415,1,0
1,87196454,78201216,1,0
1,87196454,37196846,1,0
19,87196454,33196859,0,1
19,87196454,83201245,1,0
19,87196454,92196447,1,0
17,87196454,100196415,1,0
17,87196454,84201242,0,1
15,87196454,93196443,1,0
2,87196454,59199658,0,1
2,87196454,24196813,1,0
10,87196454,68201255,1,0
1,87196455,58199653,1,0
19,87196455,84201243,1,0
12,87196455,58199651,1,0
12,87196455,74201215,1,0
17,87196455,33196854,1,0
13,87196455,87196458,1,0
13,87196455,71201255,1,0
10,87196455,561996512,1,0
18,87196456,88196458,1,0
19,87196456,82201245,0,1
19,87196456,77201217,1,0
8,87196456,56199658,0,1
11,87196456,581996513,0,1
11,87196456,87196453,1,0
18,87196458,25196812,0,1
8,87196458,671996111,0,1
17,87196458,76201218,0,1
17,87196458,671996113,1,0
20,87196458,65199614,0,1
13,87196458,60199658,0,1
11,87196458,73201213,0,1
14,87196458,59199651,0,1
10,87196458,103201253,0,1
18,87196459,61199658,1,0
18,87196459,66199615,0,1
1,87196459,83201246,1,0
12,87196459,93196444,0,1
12,87196459,35196854,0,1
3,87196459,103201258,0,1
17,87196459,89196459,0,1
5,87196459,671996111,1,0
15,87196459,73201215,0,1
16,88196452,73201216,1,0
3,88196452,58199654,0,1
3,88196452,82201248,1,0
6,88196452,63199614,1,0
4,88196452,92196442,0,1
4,88196452,61199658,1,0
4,88196452,64199614,1,0
4,88196452,102196414,0,1
15,88196452,56199653,1,0
11,88196452,63199616,1,0
11,88196452,32196857,0,1
17,88196453,87196459,1,0
17,88196453,37196846,0,1
20,88196453,30196818,0,1
15,88196453,60199657,1,0
11,88196453,94196449,0,1
11,88196453,752012117,1,0
2,88196453,24196817,0,1
16,88196454,83201241,0,1
16,88196454,66199617,1,0
18,88196454,92196442,0,1
8,88196454,21196813,0,1
20,88196454,26196841,0,1
5,88196454,31196849,0,1
11,88196454,72201258,1,0
11,88196454,76201217,0,1
14,88196454,98196416,0,1
18,88196455,67199615,1,0
3,88196455,79201247,0,1
3,88196455,31196849,1,0
4,88196455,97196411,1,0
5,88196455,30196814,0,1
9,88196455,60199653,1,0
9,88196455,61199654,1,0
14,88196455,100196413,1,0
17,88196456,103201252,1,0
17,88196456,20196844,1,0
20,88196456,98196414,1,0
5,88196456,611996513,0,1
5,88196456,58199654,1,0
13,88196456,64199611,0,1
13,88196456,78201214,1,0
16,88196458,67199614,1,0
16,88196458,83201242,0,1
18,88196458,68201258,0,1
12,88196458,57199655,1,0
3,88196458,87196456,0,1
9,88196458,631996111,1,0
12,88196459,33196859,0,1
4,88196459,88196455,0,1
17,88196459,29196855,0,1
2,88196459,83201241,1,0
14,88196459,79201247,1,0
10,88196459,991964110,0,1
16,89196451,73201217,1,0
1,89196451,65199614,1,0
1,89196451,88196459,0,1
3,89196451,22196849,0,1
3,89196451,29196853,1,0
6,89196451,66199616,1,0
6,89196451,76201212,0,1
17,89196451,581996511,0,1
15,89196451,57199658,1,0
13,89196451,67199614,1,0
2,89196451,641996113,1,0
8,89196452,81201247,1,0
20,89196452,89196456,1,0
15,89196452,631996112,1,0
15,89196452,752012112,1,0
11,89196452,31196843,0,1
14,89196452,81201246,1,0
16,89196454,56199658,1,0
3,89196454,82201245,0,1
3,89196454,22196841,1,0
6,89196454,102196415,1,0
4,89196454,33196853,1,0
5,89196454,78201212,1,0
11,89196454,74201218,1,0
2,89196454,20196844,1,0
1,89196456,70201253,0,1
3,89196456,74201216,1,0
3,89196456,84201245,1,0
6,89196456,81201244,1,0
6,89196456,34196811,1,0
6,89196456,61199655,1,0
17,89196456,34196818,0,1
17,89196456,571996512,1,0
13,89196456,100196411,1,0
9,89196456,69201257,1,0
11,89196456,83201241,0,1
14,89196456,96196445,1,0
10,89196456,96196446,0,1
18,89196458,85196451,1,0
18,89196458,88196458,0,1
12,89196458,24196814,1,0
3,89196458,72201252,1,0
3,89196458,31196847,0,1
4,89196458,651996110,0,1
4,89196458,671996110,0,1
4,89196458,102196416,1,0
2,89196458,93196443,1,0
18,89196459,59199652,1,0
18,89196459,28196854,0,1
17,89196459,61199659,1,0
13,89196459,37196846,1,0
14,89196459,651996111,1,0
16,90196451,25196812,1,0
1,90196451,21196818,0,1
8,90196451,661996110,1,0
17,90196451,56199657,0,1
19,90196452,71201251,1,0
19,90196452,671996113,1,0
19,90196452,59199659,0,1
17,90196452,77201218,1,0
9,90196452,34196813,1,0
16,90196453,81201244,1,0
18,90196453,33196857,0,1
3,90196453,64199612,1,0
7,90196453,76201215,1,0
5,90196453,98196412,0,1
15,90196453,29196855,0,1
15,90196453,69201253,1,0
11,90196453,89196456,0,1
14,90196453,56199652,1,0
10,90196453,651996111,1,0
16,90196454,591996511,1,0
7,90196454,58199654,1,0
17,90196454,621996113,1,0
20,90196454,60199654,1,0
5,90196454,651996111,1,0
15,90196454,70201258,1,0
9,90196454,97196413,1,0
9,90196454,31196841,0,1
1,90196455,84201246,1,0
12,90196455,641996111,1,0
12,90196455,28196855,0,1
6,90196455,79201247,1,0
6,90196455,89196458,0,1
6,90196455,73201212,1,0
7,90196455,752012113,1,0
7,90196455,28196855,0,1
17,90196455,100196412,1,0
5,90196455,26196846,0,1
13,90196455,34196816,1,0
11,90196455,30196814,1,0
11,90196455,33196856,1,0
14,90196455,22196841,0,1
14,90196455,89196452,1,0
1,90196456,37196844,0,1
1,90196456,101196412,0,1
1,90196456,100196411,1,0
1,90196456,37196843,0,1
19,90196456,21196813,0,1
19,90196456,82201246,1,0
12,90196456,91196442,1,0
6,90196456,103201254,0,1
6,90196456,81201241,1,0
7,90196456,21196814,1,0
17,90196456,28196856,0,1
17,90196456,58199656,1,0
5,90196456,80201243,0,1
5,90196456,70201254,0,1
5,90196456,76201212,1,0
9,90196456,70201257,1,0
14,90196456,87196458,1,0
1,90196459,34196817,1,0
12,90196459,93196449,1,0
6,90196459,58199653,1,0
8,90196459,77201216,1,0
20,90196459,35196853,1,0
20,90196459,94196442,0,1
5,90196459,25196812,1,0
13,90196459,22196848,0,1
13,90196459,581996511,1,0
2,90196459,65199617,1,0
2,90196459,93196445,0,1
12,91196442,90196455,0,1
6,91196442,85196453,1,0
5,91196442,84201242,1,0
9,91196442,65199613,1,0
11,91196442,83201247,1,0
14,91196442,61199653,1,0
1,91196443,68201256,1,0
1,91196443,93196442,0,1
1,91196443,37196845,1,0
19,91196443,87196452,1,0
6,91196443,69201251,0,1
7,91196443,571996510,1,0
7,91196443,90196454,0,1
17,91196443,561996511,1,0
17,91196443,85196451,1,0
17,91196443,57199655,0,1
11,91196443,65199613,1,0
11,91196443,891964511,1,0
11,91196443,32196851,0,1
2,91196443,59199656,0,1
18,91196444,671996110,1,0
1,91196444,85196458,1,0
4,91196444,25196818,1,0
17,91196444,98196415,1,0
9,91196444,32196853,1,0
2,91196444,97196411,1,0
14,91196444,621996110,0,1
10,91196444,92196443,1,0
18,91196446,61199652,1,0
12,91196446,87196459,1,0
17,91196446,103201257,1,0
20,91196446,98196411,1,0
2,91196446,80201244,1,0
16,91196447,99196413,1,0
3,91196447,81201248,1,0
3,91196447,70201254,0,1
17,91196447,99196417,1,0
17,91196447,35196854,0,1
17,91196447,59199659,1,0
5,91196447,76201211,0,1
5,91196447,30196818,1,0
13,91196447,34196816,0,1
13,91196447,30196812,1,0
13,91196447,35196851,0,1
16,91196448,93196446,1,0
12,91196448,581996513,0,1
6,91196448,59199654,0,1
6,91196448,57199654,1,0
8,91196448,32196858,0,1
8,91196448,60199651,1,0
4,91196448,87196453,0,1
4,91196448,981964110,0,1
4,91196448,65199616,1,0
7,91196448,34196819,0,1
2,91196448,74201218,1,0
10,91196448,58199651,0,1
16,91196449,101196415,1,0
18,91196449,92196445,1,0
1,91196449,60199657,1,0
6,91196449,59199653,1,0
7,91196449,581996511,1,0
17,91196449,62199615,0,1
20,91196449,1001964110,1,0
5,91196449,631996110,1,0
13,91196449,28196854,1,0
12,92196442,601996512,0,1
3,92196442,21196811,1,0
3,92196442,59199655,0,1
4,92196442,35196853,1,0
4,92196442,21196812,1,0
4,92196442,27196818,0,1
7,92196442,581996511,0,1
7,92196442,25196813,1,0
10,92196442,63199618,1,0
16,92196443,84201244,1,0
16,92196443,56199659,0,1
11,92196443,83201243,1,0
2,92196443,69201256,1,0
16,92196444,58199653,1,0
16,92196444,56199658,0,1
18,92196444,70201257,1,0
18,92196444,103201256,0,1
18,92196444,24196815,1,0
1,92196444,25196818,1,0
12,92196444,103201251,1,0
3,92196444,78201211,0,1
9,92196444,83201243,1,0
11,92196444,76201212,1,0
11,92196444,661996112,1,0
11,92196444,32196858,0,1
14,92196444,36196846,0,1
14,92196444,752012112,1,0
18,92196445,32196859,0,1
18,92196445,62199614,0,1
18,92196445,26196845,1,0
1,92196445,34196818,0,1
1,92196445,103201257,0,1
1,92196445,59199658,0,1
7,92196445,96196443,0,1
20,92196445,61199659,0,1
14,92196445,26196843,0,1
14,92196445,69201253,0,1
14,92196445,59199657,1,0
1,92196446,63199616,0,1
1,92196446,97196415,1,0
12,92196446,651996112,1,0
4,92196446,70201253,1,0
17,92196446,611996511,0,1
17,92196446,78201215,1,0
9,92196446,661996111,1,0
9,92196446,571996511,0,1
16,92196447,64199619,0,1
7,92196447,66199611,0,1
13,92196447,34196817,1,0
13,92196447,72201251,0,1
9,92196447,69201258,0,1
2,92196447,63199617,1,0
2,92196447,59199652,0,1
14,92196447,85196459,0,1
1,92196449,103201257,1,0
3,92196449,91196449,1,0
3,92196449,22196849,0,1
7,92196449,61199651,0,1
20,92196449,84201242,1,0
13,92196449,98196413,1,0
1,93196442,37196843,0,1
1,93196442,20196843,1,0
12,93196442,76201213,1,0
12,93196442,70201256,1,0
6,93196442,92196446,0,1
6,93196442,611996510,1,0
4,93196442,95196442,1,0
20,93196442,77201212,0,1
20,93196442,78201217,1,0
15,93196442,76201215,1,0
14,93196442,27196814,1,0
16,93196443,36196841,0,1
16,93196443,99196415,1,0
4,93196443,24196815,1,0
4,93196443,69201256,1,0
7,93196443,71201257,1,0
10,93196443,651996113,1,0
10,93196443,72201257,0,1
12,93196444,97196411,1,0
3,93196444,56199651,1,0
3,93196444,29196858,0,1
6,93196444,58199658,1,0
6,93196444,59199658,0,1
8,93196444,62199616,1,0
4,93196444,76201213,1,0
7,93196444,66199619,1,0
7,93196444,61199654,1,0
20,93196444,56199653,0,1
20,93196444,85196452,1,0
13,93196444,66199617,1,0
2,93196444,21196813,1,0
2,93196444,103201254,0,1
16,93196445,32196855,1,0
1,93196445,76201218,1,0
19,93196445,63199617,1,0
19,93196445,601996512,0,1
6,93196445,66199615,1,0
8,93196445,72201254,1,0
4,93196445,601996513,0,1
4,93196445,97196411,1,0
20,93196445,22196843,0,1
20,93196445,80201246,1,0
15,93196445,30196818,1,0
2,93196445,61199658,1,0
19,93196446,24196811,0,1
19,93196446,651996113,1,0
17,93196446,90196451,1,0
15,93196446,66199614,1,0
13,93196446,103201254,0,1
13,93196446,103201258,1,0
13,93196446,95196448,0,1
13,93196446,97196411,1,0
14,93196446,96196449,1,0
10,93196446,70201256,0,1
10,93196446,76201218,1,0
16,93196447,752012112,1,0
12,93196447,73201211,1,0
4,93196447,631996110,0,1
17,93196447,101196417,1,0
5,93196447,752012113,1,0
5,93196447,98196415,0,1
5,93196447,58199652,0,1
11,93196447,991964110,1,0
14,93196447,103201253,0,1
12,93196449,70201256,0,1
12,93196449,88196459,1,0
3,93196449,87196453,0,1
6,93196449,61199655,0,1
5,93196449,71201252,1,0
5,93196449,90196453,1,0
5,93196449,93196447,1,0
13,93196449,601996511,1,0
1,94196441,60199652,0,1
7,94196441,35196854,0,1
7,94196441,24196814,1,0
15,94196441,76201212,1,0
2,94196441,34196813,1,0
14,94196441,32196857,0,1
14,94196441,73201217,1,0
16,94196442,60199656,1,0
1,94196442,561996511,1,0
1,94196442,58199654,1,0
1,94196442,77201218,1,0
6,94196442,97196413,1,0
6,94196442,83201245,1,0
7,94196442,71201255,0,1
7,94196442,581996510,1,0
20,94196442,83201248,1,0
5,94196442,661996110,1,0
11,94196442,89196456,1,0
11,94196442,35196857,1,0
14,94196442,22196841,1,0
1,94196443,77201215,0,1
1,94196443,56199658,0,1
7,94196443,591996513,1,0
5,94196443,60199658,1,0
5,94196443,103201258,0,1
13,94196443,72201258,1,0
9,94196443,31196849,1,0
9,94196443,56199659,0,1
2,94196443,24196813,1,0
2,94196443,88196454,0,1
18,94196445,103201251,0,1
18,94196445,103201251,0,1
19,94196445,69201252,1,0
19,94196445,96196443,0,1
12,94196445,571996510,1,0
6,94196445,57199656,0,1
6,94196445,79201247,1,0
8,94196445,31196845,1,0
4,94196445,22196848,0,1
4,94196445,71201257,1,0
5,94196445,83201243,0,1
14,94196445,82201248,0,1
12,94196446,23196856,1,0
17,94196446,33196856,0,1
15,94196446,103201255,1,0
13,94196446,20196843,1,0
9,94196446,27196812,1,0
11,94196446,20196843,0,1
11,94196446,64199619,1,0
11,94196446,24196811,0,1
11,94196446,96196442,1,0
18,94196449,29196859,1,0
1,94196449,58199656,1,0
3,94196449,35196857,1,0
6,94196449,28196854,1,0
6,94196449,96196446,0,1
4,94196449,65199616,0,1
17,94196449,591996513,0,1
17,94196449,59199657,1,0
17,94196449,69201253,1,0
5,94196449,28196857,1,0
15,94196449,671996111,1,0
13,94196449,581996513,1,0
9,94196449,33196854,1,0
11,94196449,64199613,0,1
11,94196449,57199658,1,0
18,95196442,74201214,1,0
18,95196442,92196442,1,0
19,95196442,86196455,1,0
12,95196442,561996512,1,0
6,95196442,57199659,0,1
6,95196442,89196458,1,0
8,95196442,85196456,0,1
8,95196442,92196444,1,0
7,95196442,80201247,1,0
20,95196442,61199654,1,0
2,95196442,74201216,1,0
4,95196444,93196447,1,0
7,95196444,62199616,1,0
5,95196444,28196854,0,1
5,95196444,60199659,1,0
13,95196444,621996113,1,0
13,95196444,96196449,0,1
9,95196444,71201251,1,0
10,95196444,80201242,1,0
6,95196446,100196415,0,1
4,95196446,61199655,0,1
7,95196446,36196843,0,1
13,95196446,78201217,0,1
11,95196446,571996510,0,1
14,95196446,69201258,0,1
10,95196446,94196445,0,1
19,95196447,57199653,1,0
20,95196447,96196449,1,0
5,95196447,73201212,1,0
14,95196447,22196849,1,0
19,95196448,85196455,1,0
3,95196448,79201242,1,0
8,95196448,561996510,1,0
7,95196448,34196819,1,0
20,95196448,76201213,1,0
15,95196448,101196417,1,0
15,95196448,64199616,1,0
13,95196448,621996111,1,0
9,95196448,64199616,1,0
9,95196448,23196857,0,1
2,95196448,83201244,1,0
8,95196449,73201216,1,0
8,95196449,66199615,0,1
4,95196449,81201241,0,1
4,95196449,64199612,1,0
5,95196449,62199618,1,0
15,95196449,63199615,1,0
15,95196449,56199654,1,0
9,95196449,68201256,1,0
14,95196449,59199656,1,0
16,96196441,63199619,1,0
16,96196441,621996110,0,1
18,96196441,68201252,0,1
1,96196441,86196455,0,1
1,96196441,66199613,1,0
19,96196441,60199652,1,0
5,96196441,91196443,0,1
5,96196441,96196445,1,0
14,96196441,34196814,1,0
16,96196442,61199659,0,1
16,96196442,77201213,1,0
19,96196442,70201251,1,0
8,96196442,71201251,0,1
8,96196442,56199658,1,0
7,96196442,60199654,1,0
5,96196442,25196817,1,0
15,96196442,661996112,1,0
11,96196442,89196454,0,1
10,96196442,62199611,1,0
16,96196443,62199616,1,0
16,96196443,101196412,0,1
